id,url,title,subtitle,image,claps,responses,reading_time,publication,date
5229,https://towardsdatascience.com/mixed-precision-training-less-ram-more-speed-e0d5ebd0c1d1,"Mixed Precision Training — Less RAM, More Speed",Speed up your models with…,5229.jpeg,156,0,10,Towards Data Science,2022-09-26
5230,https://towardsdatascience.com/does-my-new-central-heating-boiler-help-with-these-crazy-high-gas-prices-b238fd623bba,"<strong class=""markup--strong markup--h3-strong"">Does my new central heating boiler help with these crazy high gas prices?</strong>","<em class=""markup--em markup--h4-em"">Where we use linear regression with interactions to benchmark the performance of my new central heating boiler in an energy crisis</em>",,137,0,6,Towards Data Science,2022-09-26
5231,https://towardsdatascience.com/why-i-use-weights-biases-for-my-machine-learning-ph-d-research-11ab2fe16956,Why I Use Weights & Biases for My Machine Learning Ph.D. Research,"Experiment tracking, hyperparameter…",5231.jpg,20,0,7,Towards Data Science,2022-09-26
5232,https://towardsdatascience.com/the-curse-of-dimensionality-explained-3b5eb58e5279,The Curse of Dimensionality Explained,Why high-dimensional datasets are so undesirable,5232.jpeg,22,0,6,Towards Data Science,2022-09-26
5233,https://towardsdatascience.com/the-best-imports-from-sklearn-b5b9c4f2c0e3,The best imports from sklearn,Learn what to import and when from this amazing Python library,5233.jpeg,13,0,5,Towards Data Science,2022-09-26
5234,https://towardsdatascience.com/rethinking-refractometers-vst-atago-and-difluid-part-2-2aadd3c60c52,"Rethinking Refractometers: VST, Atago, and DiFluid; Part 2",,5234.jpeg,6,0,5,Towards Data Science,2022-09-26
5235,https://towardsdatascience.com/the-easy-python-ci-cd-pipeline-using-docker-compose-and-github-actions-80498f47b341,The Easy Python CI/CD Pipeline Using Docker Compose and GitHub Actions,Continuously deploy a real…,5235.jpg,59,0,8,Towards Data Science,2022-09-27
5236,https://towardsdatascience.com/how-to-create-a-professional-portfolio-on-github-that-will-help-land-your-first-job-in-data-science-e1fc8bd7a797,How to Create a Professional Portfolio on GitHub That Will Help Land Your First Job in Data Science,,5236.jpg,332,2,8,Towards Data Science,2022-09-27
5237,https://towardsdatascience.com/how-to-build-a-successful-dashboard-359c8cb0f610,How to Build a Successful Dashboard,A checklist from someone who built a few unsuccessful ones,5237.jpg,244,4,8,Towards Data Science,2022-09-27
5238,https://towardsdatascience.com/causal-kung-fu-in-python-3-basic-techniques-to-jump-start-your-causal-inference-journey-tonight-ae09181704f7,Causal Python — 3 Simple Techniques to Jump-Start Your Causal Inference Journey Today,,5238.jpeg,314,2,12,Towards Data Science,2022-09-27
5239,https://towardsdatascience.com/how-to-pass-a-configuration-file-to-a-kubernetes-pod-61c1bcd286a5,How to Pass a Configuration File to a Kubernetes Pod,,5239.jpg,100,1,5,Towards Data Science,2022-09-27
5240,https://towardsdatascience.com/openai-whisper-holds-the-key-to-gpt-4-a7f922a7dad9,OpenAI Whisper Holds the Key to GPT-4,"And 8 key features that make it the best ASR model (hey Siri, this one’s for you)",,230,6,12,Towards Data Science,2022-09-27
5241,https://towardsdatascience.com/intro-to-3d-deep-learning-e992f7efa6ee,Intro to 3D Deep Learning,"3D data representation, vision tasks and learning resources",,99999,0,7,Towards Data Science,2022-09-27
5242,https://towardsdatascience.com/2-rules-groupby-sql-6ff20b22fd2c,2 Rules To Follow When Using GROUP BY in SQL,Understanding which columns to include in GROUP BY clause…,5242.jpeg,126,2,5,Towards Data Science,2022-09-27
5243,https://towardsdatascience.com/everything-you-need-to-know-about-the-binary-search-algorithm-6bc4f9a3127d,Everything You Need to Know About the Binary Search Algorithm,Master the Binary Search algorithm in 8…,5243.png,31,0,8,Towards Data Science,2022-09-27
5244,https://towardsdatascience.com/a-practical-guide-to-feature-selection-using-sklearn-b3efa176bd96,A Practical Guide to Feature Selection Using Sklearn,A hands-on tutorial on how to select the best…,5244.jpg,62,1,10,Towards Data Science,2022-09-27
5245,https://towardsdatascience.com/how-i-would-learn-to-code-if-i-had-to-start-over-607428f14266,How I Would Learn To Code (If I Had To Start Over),Powerful Advice For Learning How To Code For…,5245.jpeg,182,4,11,Towards Data Science,2022-09-27
5246,https://towardsdatascience.com/how-to-prepare-scikit-learn-models-for-production-4aeb83161bc2,How to Prepare Scikit-Learn Models for Production,Serve scikit-learn models with FastAPI and Docker,5246.jpeg,204,3,7,Towards Data Science,2022-09-27
5247,https://towardsdatascience.com/pandas-sidetable-simplifies-the-exploratory-data-analysis-process-417b42eebed6,Pandas Sidetable Simplifies the Exploratory Data Analysis Process,A practical add-on for Pandas,5247.jpeg,215,2,5,Towards Data Science,2022-09-27
5248,https://towardsdatascience.com/introducing-the-whites-heteroskedasticity-consistent-estimator-821beee28516,Introducing the White’s Heteroskedasticity Consistent Estimator,An introduction to the HC estimator…,5248.png,83,0,13,Towards Data Science,2022-09-27
5249,https://towardsdatascience.com/the-most-underrated-r-packages-part-2-decdc753205c,The Most Underrated R Packages: Part 2,A curated list of awesome and lesser-known R libraries,5249.jpg,285,3,6,Towards Data Science,2022-09-27
5250,https://towardsdatascience.com/numpy-vectorization-speed-ffdab5deb402,Is Your Python For-loop Slow? Use NumPy Instead,"When speed matters, lists aren’t the best.",5250.jpeg,139,0,4,Towards Data Science,2022-09-27
5251,https://towardsdatascience.com/how-i-became-a-data-scientist-7f5b10606612,How I became a data scientist,My journey as an Econ PhD,5251.jpeg,145,2,6,Towards Data Science,2022-09-27
5252,https://towardsdatascience.com/seizing-the-low-hanging-fruit-in-business-with-data-science-7b3a3265e07e,Seizing the Low-Hanging Fruit in Business with Data Science,Today I want to share a seemingly…,5252.png,105,2,4,Towards Data Science,2022-09-27
5253,https://towardsdatascience.com/why-should-we-use-orthogonal-polynomials-b42b36f158a7,Why should We use Orthogonal Polynomials?,Orthogonal Polynomials for Data Science,5253.png,49,5,6,Towards Data Science,2022-09-27
5254,https://towardsdatascience.com/how-fast-gpu-computation-can-be-41e8cff75974,How Fast GPU Computation Can Be,A comparison of matrix arithmetic calculation in CPU and GPU with…,5254.gif,4,1,4,Towards Data Science,2022-09-27
5255,https://towardsdatascience.com/5-minute-guide-to-cross-validation-be3c5b0ae693,5 Minute Guide to Cross Validation,What are the strategies? How and when should you use them?,5255.png,172,0,5,Towards Data Science,2022-09-27
5256,https://towardsdatascience.com/getting-started-with-normalizing-flows-linear-algebra-probability-f2b863ff427d,Getting Started with Normalizing Flows: Linear Algebra & Probability,Change of Variables Rule…,5256.png,16,0,8,Towards Data Science,2022-09-27
5257,https://towardsdatascience.com/beginners-guide-to-streamlit-for-deploying-your-data-science-projects-9c9fce488831,Beginners Guide to Streamlit for Deploying your Data Science Projects,Deploy your machine learning and…,5257.jpg,377,0,11,Towards Data Science,2022-09-27
5258,https://towardsdatascience.com/serving-transformer-models-in-shiny-apps-9a1bed4b41a6,Serving Transformer Models in Shiny Apps,A step-by-step guide on combining the best of R and Python to…,5258.png,129,0,10,Towards Data Science,2022-09-27
5259,https://towardsdatascience.com/mixing-art-into-the-science-of-model-explainability-312b8216fa95,Mixing Art into the Science of Model Explainability,Overview on Explainable Boosting Machine and an…,5259.jpg,55,1,11,Towards Data Science,2022-09-27
5260,https://towardsdatascience.com/conceptual-overview-of-bayesian-optimization-for-parameter-tuning-in-machine-learning-a3b1b4b9339f,Hyperparameter Optimization with Bayesian Optimization — Intro and Step-by-Step Implementation from Scratch,A step-by-step tutorial to build Bayesian optimization from the grounds up,,37,3,9,Towards Data Science,2022-09-27
5261,https://towardsdatascience.com/mastering-git-git-stash-cf4042dca068,Mastering Git: “git stash”,How to use git stash to store changes you aren’t ready to commit,5261.jpg,2,0,7,Towards Data Science,2022-09-27
5262,https://towardsdatascience.com/the-problem-with-credit-based-pricing-for-data-platforms-d4835930c57c,The problem with credit-based pricing for data platforms,,5262.jpeg,64,0,8,Towards Data Science,2022-09-27
5263,https://towardsdatascience.com/designing-power-bi-reports-for-accessibility-70a152df7d77,Designing Power BI reports for accessibility,"Designing Power BI reports is one thing, but designing…",5263.png,13,0,5,Towards Data Science,2022-09-27
5264,https://towardsdatascience.com/dispelling-stereotypes-of-digitalization-and-data-analytics-59731c52406d,Dispelling Stereotypes Of Digitalization and Data Analytics,7 misconceptions that businesses suffer…,5264.jpeg,29,0,8,Towards Data Science,2022-09-27
5265,https://towardsdatascience.com/why-you-should-learn-machine-learning-engineering-and-not-data-science-e616141ea866,Why You Should Learn Machine Learning Engineering and Not Data Science,,5265.jpg,516,9,7,Towards Data Science,2022-09-28
5266,https://towardsdatascience.com/python-conda-environments-for-both-arm64-and-x86-64-on-m1-apple-silicon-147b943ffa55,Python Conda Environments for Both arm64 and x86_64 on M1 Apple Silicon,Seamlessly switch between…,5266.jpg,116,2,5,Towards Data Science,2022-09-28
5267,https://towardsdatascience.com/the-5-sql-transforms-to-start-using-296ca7987921,The 5 SQL Transforms to Start Using,Lesser known SQL transforms and why they might be useful,5267.jpeg,263,1,6,Towards Data Science,2022-09-28
5268,https://towardsdatascience.com/jupyter-is-now-a-full-fledged-ide-annual-review-751675634493,Jupyter Is Now a Full-fledged IDE: Annual Review,"Omnipresence, tools to keep you in the zone, and…",5268.png,285,3,5,Towards Data Science,2022-09-28
5269,https://towardsdatascience.com/what-is-supply-chain-analytics-42f1b2df4a2,What is Supply Chain Analytics?,Use data analytics with python to improve operational efficiency by enabling data-driven diagnostics and decisions at strategic and operational levels,,229,5,7,Towards Data Science,2022-09-28
5270,https://towardsdatascience.com/image-segmentation-unet-and-deep-supervision-loss-using-keras-model-f21a9856750a,"Image Segmentation, UNet, and Deep Supervision Loss Using Keras Model",Deep CNNs used for segmentation…,5270.png,20,0,12,Towards Data Science,2022-09-28
5271,https://towardsdatascience.com/compare-dependency-of-categorical-variables-with-chi-square-test-982baff64e81,Compare Dependency of Categorical Variables with Chi-Square Test (Stat-12),Complete Guideline to Find…,5271.jpg,62,0,7,Towards Data Science,2022-09-28
5272,https://towardsdatascience.com/machine-learning-lifecycle-in-mlops-era-5b45284c0e34,MLOps: Machine Learning Lifecycle,Machine Learning Lifecycle for MLOps era brings model and software…,5272.png,175,3,10,Towards Data Science,2022-09-28
5273,https://towardsdatascience.com/causal-effects-via-the-do-operator-5415aefc834a,"<strong class=""markup--strong markup--h3-strong"">Causal Effects via the Do-operator</strong>",Translating observations into interventions,5273.png,140,2,8,Towards Data Science,2022-09-28
5274,https://towardsdatascience.com/setting-up-python-projects-part-ii-c4bd84b709d1,Setting Up Python Projects: Part II,Mastering the Art of Python Project Setup: A Step-by-Step Guide,5274.jpg,71,0,13,Towards Data Science,2022-09-28
5275,https://towardsdatascience.com/the-5-most-promising-ai-models-for-image-translation-de2677e526e6,The 5 most promising AI models for Image translation,State of the Art of the latest models for…,5275.png,17,0,7,Towards Data Science,2022-09-28
5276,https://towardsdatascience.com/plydata-piping-for-pandas-e7ed4c2d8906,plydata: Piping for pandas,Can you use the pipe operator for pandas dataframes?,5276.jpg,440,1,8,Towards Data Science,2022-09-28
5277,https://towardsdatascience.com/bayesian-regression-using-pymc3-e279ccc81d20,Bayesian Regression Using PyMC3,How to implement Bayesian Regression in Python using the PyMC3 package,5277.jpg,131,0,6,Towards Data Science,2022-09-28
5278,https://towardsdatascience.com/cuda-by-numba-examples-7652412af1ee,CUDA by Numba Examples,Follow this series to learn about CUDA programming from scratch with Python…,5278.png,100,0,6,Towards Data Science,2022-09-28
5279,https://towardsdatascience.com/cuda-by-numba-examples-c583474124b0,CUDA by Numba Examples,Follow this series to learn about CUDA programming from scratch with Python…,5279.png,80,0,12,Towards Data Science,2022-09-28
5280,https://towardsdatascience.com/scikit-learns-estimator-with-cross-validation-6bca3ce91676,Scikit Learn’s Estimator with Cross Validation,Understanding the difference between the regular…,5280.jpeg,2,0,4,Towards Data Science,2022-09-28
5281,https://towardsdatascience.com/binominal-distribution-what-analysts-should-have-known-95e6a0b56129,Simple Statistics: Explanations of Binominal Distribution,"Brief, concentrated explanations with…",5281.jpg,125,0,6,Towards Data Science,2022-09-28
5282,https://towardsdatascience.com/a-brief-history-of-embedded-ai-6109be99199d,A Brief History of Embedded AI,How sensor hubs on smartphones helped bring artificial intelligence to…,5282.jpeg,141,1,5,Towards Data Science,2022-09-28
5283,https://towardsdatascience.com/simple-probabilistic-inference-in-a-manufacturing-context-b0f22f7b9a9a,Simple Probabilistic Inference in a Manufacturing Context,,5283.png,141,1,13,Towards Data Science,2022-09-28
5284,https://towardsdatascience.com/scaling-spherical-deep-learning-to-high-resolution-input-data-a9f17b30b978,Scaling Spherical Deep Learning to High-Resolution Input Data,Scattering networks on the sphere for…,5284.jpg,24,0,8,Towards Data Science,2022-09-28
